Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_1366,BitInterpretations,Concentration
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(6, 'C', 0, ''), (8, 'C', 0, '')]",0.1036
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(6, 'C', 0, ''), (8, 'C', 0, '')]",0.266
Picea engelmanni,0,No Reference,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(6, 'C', 0, ''), (8, 'C', 0, '')]",0.2445
Chaerophyllum macrospermum,0,No Reference,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(6, 'C', 0, ''), (8, 'C', 0, '')]",0.101
Litsea cubeba,1,DOI:10.1080/14786419.2018.1557177,CC(C)C12CCC(=C)C1C2,Sabinene,1,"[(7, 'C', 0, '')]",0.6236
Cupressocyparis leylandii,0,No Reference,CC(C)C12CCC(=C)C1C2,Sabinene,1,"[(8, 'C', 0, '')]",0.157
Peucedanum petiolare,0,No Reference,CC(C)C12CCC(=C)C1C2,Sabinene,1,"[(7, 'C', 0, '')]",0.578
Citrus reticulata,0,DOI:10.3390/molecules26113412,CC(C)C12CCC(=C)C1C2,Sabinene,1,"[(8, 'C', 0, '')]",0.3909
Jasminum sambac,0,DOI:DOI:10.3390/coatings12101492,CC(=CCCC(=CCC=C(C)C=C)C)C,alpha-Farnesene,1,"[(12, 'C', 0, '')]",0.1
Lonicera japonica,1,DOI:10.1155/2015/905063,CC(=CCCC(=CCC=C(C)C=C)C)C,alpha-Farnesene,1,"[(12, 'C', 0, '')]",0.12
Abies semenovii,0,No Reference,CC1=CCC(CC1)C(=C)CCC=C(C)C,beta-Bisabolene,1,"[(8, 'C', 0, '')]",0.09
Thymus richardii,1,DOI:10.3390/molecules28124803,CC1=CCC(CC1)C(=C)CCC=C(C)C,beta-Bisabolene,1,"[(8, 'C', 0, '')]",0.323
Aegle marmelos,1,DOI:10.3389/fvets.2023.1188752,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.1754
Piper nigrum,1,DOI:10.3389/fvets.2023.1188752,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.2836
Tagetes lucida,1,DOI:10.3390/antibiotics10101191,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.28
Psidium guajava,0,DOI:10.1155/2013/746165,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.2
Cananga odorata,1,DOI:10.3390/antibiotics10101191,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(8, 'C', 0, '')]",0.33
Litsea zeylanica,0,No Reference,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.1742
Pinus halepensis,0,DOI:10.1016/s2222-1808(14)60323-6,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.181
Croton zambesicus,0,No Reference,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.158
Laurus nobilis,1,DOI:10.3390/foods5020028,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.1
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.106
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,CC1=CCCC(=C)C2CC(C2CC1)(C)C,beta-Caryophyllene,1,"[(6, 'C', 0, '')]",0.398
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(6, 'C', 0, '')]",0.104
Laurus nobilis,1,DOI:10.3390/foods5020028,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(6, 'C', 0, '')]",0.097
Atractylodes lancea,0,No Reference,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(6, 'C', 0, '')]",0.18
Pinus sibirica,0,No Reference,CC(C)C1CCC(=C)C=C1,beta-Phellandrene,1,"[(7, 'C', 0, '')]",0.197
Levisticum officinale,1,DOI:10.3389/fvets.2023.1188752,CC(C)C1CCC(=C)C=C1,beta-Phellandrene,1,"[(8, 'C', 0, '')]",0.1647
Abies nordmannia,0,No Reference,CC(C)C1CCC(=C)C=C1,beta-Phellandrene,1,"[(6, 'C', 0, '')]",0.1056
Angelica archangelica,0,No Reference,CC(C)C1CCC(=C)C=C1,beta-Phellandrene,1,"[(7, 'C', 0, '')]",0.2478
Abies borisii-regis,0,No Reference,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.114
Abies nordmannia,0,No Reference,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.1658
Ferula galbaniflua,0,No Reference,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.599
Pinus pinaster,0,DOI:10.1504/ijewm.2013.055590,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.26
Croton zambesicus,0,No Reference,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.189
Piper nigrum,1,DOI:10.3389/fvets.2023.1188752,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.0963
Calyptranthes sintenisii,0,No Reference,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.1799
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.13
Pinus nigra,0,DOI:10.1504/ijewm.2013.055590,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.0957
Abies balsamea,0,DOI:10.3390/f10111042,CC1(C2CCC(=C)C1C2)C,beta-Pinene,1,"[(6, 'C', 0, '')]",0.2353
