Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_1017,BitInterpretations,Concentration
Pelargonium citronellum,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.4
Pelargonium citronellum,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.4
Citrus medica,1,10.1016/j.lwt.2017.05.036,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.2756
Perilla frutescens,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.3976
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.48
Pectis elongata,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC'), (11, 'C', 1, 'CC')]",0.3
Pectis elongata,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC'), (11, 'C', 1, 'CC')]",0.3
Perilla frutescens,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.3976
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(9, 'C', 1, 'CC')]",0.116
Citrus medica,1,10.1016/j.lwt.2017.05.036,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.2756
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(9, 'C', 1, 'CC')]",0.4
Calyptranthes sintenisii,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.3506
Calyptranthes sintenisii,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.3506
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(9, 'C', 1, 'CC')]",0.383
Terminalia bentzoe,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(6, 'C', 1, 'CC'), (7, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.2324
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(9, 'C', 1, 'CC')]",0.383
Aloysia triphylla,0,DOI:10.3390/molecules24050900,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.099
Lippia citriodora,0,DOI:10.3390/molecules23010123,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.099
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.286
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.286
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(9, 'C', 1, 'CC')]",0.4
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.48
Cymbopogon nardus,0,DOI:10.1016/j.foodcont.2005.11.009,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(6, 'C', 1, 'CC'), (7, 'C', 1, 'CC')]",0.1683
Cymbopogon winterianus,1,DOI:10.1080/13880200802055917,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(6, 'C', 1, 'CC'), (7, 'C', 1, 'CC')]",0.226
Helichrysum amorginum,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(0, 'C', 1, 'CC'), (11, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.3211
Rosa damascena,1,DOI:10.3389/fvets.2023.1188752,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(6, 'C', 1, 'CC'), (7, 'C', 1, 'CC')]",0.18
Monarda fistulosa,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.9315
Alpinia katsumadai,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.25
Thymus quinquecostatus,1,DOI:10.1007/BF02973874,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.0934
Viburnum orientale,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.1015
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(9, 'C', 1, 'CC')]",0.094
Helichrysum amorginum,0,No Reference,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(0, 'C', 1, 'CC'), (11, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.2076
Helichrysum amorginum,0,No Reference,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(0, 'C', 1, 'CC'), (11, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.2076
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.378
Perilla acuta,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(0, 'C', 1, 'CC')]",0.204
Lithraea ternifolia,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.216
Levisticum officinale,1,DOI:10.3389/fvets.2023.1188752,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(6, 'C', 1, 'CC'), (7, 'C', 1, 'CC')]",0.0906
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.115
Abies borisii-regis,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.226
Cymbopogon martini,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.136
Picea engelmanni,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.1429
Agathosma betulina,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.1164
Anethum graveolens,1,DOI:10.5281/zenodo.159101,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(10, 'C', 1, 'CC')]",0.1192
Tagetes lucida,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.165
Satureja montana,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.157
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.247
Peucedanum zenkeri,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.232
Citrus bergamia,1,DOI:10.3390/foods12010203,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.402
Citrus japonica,1,DOI:10.3390/molecules26113412,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.884
Citrus maxima,1,DOI:10.3390/coatings12101492,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.932
Mentha arvensis,0,DOI:10.3390/foods12213938,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.0958
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.242
Citrus paradisi,1,DOi:10.1111/j.1365-2621.2011.02640.x,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.9253
Piper nigrum,1,DOI:10.3389/fvets.2023.1188752,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.1744
Psidium guajava,0,DOI:10.1155/2013/746165,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.15
Pinus halepensis,0,DOI:10.1016/s2222-1808(14)60323-6,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.102
Cupressocyparis leylandii,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.151
Croton zambesicus,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(9, 'C', 1, 'CC')]",0.192
Spartium junceum,0,DOI:10.1186/s12941-020-00371-1,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.1091
Platonia insignis,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.241
Ocimum basilicum,1,10.1016/j.foodchem.2021.129940,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.436
Thymus serpyllum,1,DOI:10.1016/j.foodcont.2005.11.009,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.252
Narcissus jonquilla,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (6, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.178
Viburnum orientale,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.511
Zanthoxylum armatum,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.72
Monarda didyma,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.645
Mentha viridis,1,DOI:10.1155/2022/7990508,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.497
Mentha citrata,1,DOI:10.1016/j.indcrop.2016.07.005,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.134
Perilla frutescens,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.1127
Salvia sclarea,0,DOI:10.1002/fsn3.116,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.1862
Lavandula angustifolia,1,DOI:10.3390/coatings12101492,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.477
Bursera delpechiana,1,DOI:10.21010/ajtcam.v14i3.8,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.3
Daucus carota,0,DOI:10.1155/2016/9045196,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.149
Fissitigma shangtzeense,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.3779
Homalomena aromatica,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.621
Jasminum sambac,0,DOI:DOI:10.3390/coatings12101492,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC'), (13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')]",0.2
Citrus aurantium,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.32
Zataria multiflora,1,DOI:10.1016/j.foodres.2008.07.018,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.6222
Citrus reticulata,0,DOI:10.3390/molecules26113412,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.2733
Lavandula latifolia,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.252
Majorana hortensis,1,DOI:10.1155/2016/3694901,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.1641
Agathosma rosmarinifolia,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.259
Lawsonia inermis,1,DOI:10.1080/14786419.2019.1569006,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(13, 'C', 1, 'CC')]",0.198
Lithraea ternifolia,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.121
Litsea zeylanica,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.5491
Lonicera japonica,1,DOI:10.1155/2015/905063,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC'), (13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')]",0.4
Aeollanthus suaveolens,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.4186
Achillea ligustica,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.7084
Lavandula x hybrida,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.379
Aeollanthus suaveolens,0,No Reference,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.1583
Bursera delpechiana,1,DOI:10.21010/ajtcam.v14i3.8,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.47
Salvia sclarea,0,DOI:10.1002/fsn3.116,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.6993
Citrus aurantium,0,No Reference,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.168
Citrus bergamia,1,DOI:10.3390/foods12010203,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.281
Mentha citrata,1,DOI:10.1016/j.indcrop.2016.07.005,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.662
Zataria multiflora,1,DOI:10.1016/j.foodres.2008.07.018,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.1152
Mentha viridis,1,DOI:10.1155/2022/7990508,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.2377
Lavandula x hybrida,0,No Reference,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.223
Lavandula angustifolia,1,DOI:10.3390/coatings12101492,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')]",0.3599
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.1036
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.266
Picea engelmanni,0,No Reference,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.2445
Chaerophyllum macrospermum,0,No Reference,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')]",0.101
Lonicera japonica,1,DOI:10.1155/2015/905063,CC(=CCCC(=CCC=C(C)C=C)C)C,alpha-Farnesene,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC'), (13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')]",0.12
Jasminum sambac,0,DOI:DOI:10.3390/coatings12101492,CC(=CCCC(=CCC=C(C)C=C)C)C,alpha-Farnesene,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC'), (13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')]",0.1
Thymus serpyllum,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CCC(CC1)C(C)(C)OC(=O)C,alpha-Terpinyl acetate,1,"[(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')]",0.096
Elletaria cardamomum,1,DOI:10.3389/fmicb.2021.620227,CC1=CCC(CC1)C(C)(C)OC(=O)C,alpha-Terpinyl acetate,1,"[(13, 'C', 1, 'CC')]",0.3931
Thymus richardii,1,DOI:10.3390/molecules28124803,CC1=CCC(CC1)C(=C)CCC=C(C)C,beta-Bisabolene,1,"[(13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')]",0.323
Abies semenovii,0,No Reference,CC1=CCC(CC1)C(=C)CCC=C(C)C,beta-Bisabolene,1,"[(13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')]",0.09
Atractylodes lancea,0,No Reference,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(0, 'C', 1, 'CC'), (11, 'C', 1, 'CC')]",0.18
Laurus nobilis,1,DOI:10.3390/foods5020028,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(0, 'C', 1, 'CC'), (11, 'C', 1, 'CC')]",0.097
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(0, 'C', 1, 'CC'), (11, 'C', 1, 'CC')]",0.104
