,"Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)","Agastache rugosa flower (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae","Avocado leaf - Persea gratissima Gaertner (P. americana Mill.), fam. Lauraceae","Backhousia anisata leaf 2 - Backhousia anisata Vickery (Chemotype 2), fam. Myrtaceae","Basil (Australia) 1a - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)","Basil (Australia) 2a cultivar Reunion - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)","Basil (Benin) 1c - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Bhutan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (China) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Comoro Islands) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Comoro Islands) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Cuba) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Denmark) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Egypt) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Finland) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (France) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (India) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Italy) 3 CO2-extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Madagascar) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Madagascar) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Nigeria) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Pakistan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Philippines) 1b - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Portugal) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan) leaf & flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), leaf - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), stem - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), whole plant - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Vietnam) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil 3 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Chervil (France) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Chervil (The Netherlands) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Chervil (Turkey) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Clary sage (Italy) 1 - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Clausena dunniana (China) 1 - Clausena dunniana Levl., fam. Rutaceae","Fennel, bitter (Spain) 2 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fennel, pepper (Turkey) - Foeniculum vulgare Miller, ssp. piperitum, fam. Apiaceae (Umbelliferae)","Lindera neesiana leaf (India) - Lindera neesiana Benth., fam. Lauraceae","Ocimum tenuiflorum (Australia) - Ocimum tenuiflorum L., O. sanctum L., fam. Lamiaceae (Labiatae)","Ravensara anisata (Madagascar) - Ravensara anisata Danguy, fam. Lauraceae","Tarragon (France) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 4 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 5 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Italy) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Italy) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Italy) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Japan) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Lithuania) 1a - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Poland) 2a leaf - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (USA) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (USA) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (USA) 6 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)"
"Basil (India) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.5037274011851951,0.6345776333396741,0.5615992202498268,0.5471791253917335,0.5631155319706216,0.6465263184863723,0.49458545963599465,0.6292059421690758,0.6499110603107341,0.5756351179067953,0.6013065691773356,0.5769697872661088,0.6276309774961031,0.6239020748664947,0.4846341239766566,0.6022816822451544,0.6620735275543927,0.6283807710199079,0.6787884265102614,1.0,0.28270879710247976,0.6472908207753668,0.6655899031006007,0.6293553339758389,0.7774039096819334,0.6537293829101025,0.6735933143400453,0.6469576896301827,0.6337917257302096,0.6151177200411416,0.611583894232868,0.6215367540552638,0.5987949779887709,0.6239107448925029,0.6396897380383668,0.6549809325181224,0.4920078455016217,0.46055905016054666,0.5413325106286475,0.3268299515340315,0.5551031071849706,0.2320741807169362,0.5086934730194852,0.5702991755776621,0.5857426350501813,0.4800124855344069,0.526742754006902,0.6055503868376821,0.57098064827581,0.6118355665341738,0.3794583558549368,0.611527027861358,0.5741306144263821,0.5679936619013437,0.6159079088516293,0.4684683434575083,0.6040879244631752,0.45635870501814135,0.5372507645815836,0.5847269494661193
"Basil (Italy) 3 CO2-extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",2.220446049250313e-16,0.3147506539792474,0.0781895655790299,0.0583331452913568,0.0859425488937221,0.30100287029488804,0.2113140585464458,0.16397131750245664,0.2040892681853964,0.10762573433867739,0.1250185496933781,0.11149650766910635,0.1943225914583956,0.20210237213788473,0.48154498143687396,0.14541168721618192,0.29019075545047124,0.46354762882294154,0.18507522657762998,0.28270879710247976,1.0,0.18795505943826651,0.2830776934764493,0.20452895205434973,0.3800348857556135,0.3712610508962141,0.28314279470471815,0.217279230522894,0.18809182341147956,0.21401337210755655,0.4247086978984609,0.165918000678685,0.1322379203046301,0.20224831090086837,0.21982024232587383,0.23286252151925557,0.24107213271374694,0.21831913329160968,0.16924347074500123,0.4599926057300311,0.06664340318052764,0.3617768034402632,0.27840748533038706,0.17697712862608006,0.14400878736899791,0.39459757668470974,0.2962327116350899,0.27670000401621475,0.26414228440414844,0.401650972410835,0.36382611472775916,0.29210540654045203,0.2970876527417289,0.3052034341106805,0.26165759275568534,0.45957188275189387,0.24631559578245077,0.4544942590039458,0.3415955544877729,0.27668335874955086
"Basil (Madagascar) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.786708118853274,0.7669844269127526,0.8671440258398166,0.8444367750835247,0.8660968132495677,0.8387925563856495,0.5984805095368986,0.9548986255857099,0.9378779769700288,0.891215737513805,0.9157282542444858,0.8734589107785736,0.9579286651686474,0.9499495065814869,0.38592072997822524,0.9257788453007314,0.884335964852548,0.5050405018844276,0.9387208317477574,0.6472908207753668,0.1879550594382664,1.0,0.8831227208182693,0.929646099048043,0.7522745093298862,0.7230249575832832,0.8809197300025449,0.9193047900222548,0.9202416876883219,0.9147656291918537,0.6519279376521925,0.9162751062145997,0.9271635919609058,0.9489095733275843,0.8953881006971999,0.9398920292720339,0.5761357674956512,0.5394440488988841,0.7067514560946427,0.2080328929080707,0.8436407934044614,0.19248478687564308,0.5847201444192818,0.7622519622200512,0.8522304855335643,0.40503465823891127,0.6058577258367825,0.7488276487511131,0.6928237930350007,0.6875023981171409,0.37602148394743895,0.7912038257108709,0.6783959379851159,0.6664375403906713,0.7890415549628819,0.47654902831007595,0.7760460983327,0.44877180715417886,0.5916689177872461,0.711552183496885
"Basil (Madagascar) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.685076573040761,0.8197169871507792,0.7675657095226821,0.7464550110516353,0.7725602645027618,0.8926795746268325,0.6192109347748169,0.8619854619056924,0.8903160758743075,0.7988740399994323,0.8241400869854975,0.7816752826856974,0.8814601853201401,0.8970725275993696,0.4727638538146066,0.8327886511999198,0.9346153730879727,0.5840304735672481,0.8647941636453471,0.6655899031006007,0.2830776934764493,0.8831227208182693,1.0,0.8929073009355384,0.8175993566636699,0.7917160464112669,0.927701184992077,0.9007133474461259,0.8686947813532279,0.8907544949764171,0.7381134640250948,0.854928085066697,0.8229717523441273,0.8965111295801496,0.8883920594017864,0.9249262644846158,0.6067783774644671,0.5672203651109293,0.6995420581937118,0.28782963874061185,0.7471727912831523,0.26740034747166364,0.6240700866539508,0.7487638116274311,0.7963404062072772,0.47046161465782377,0.6685762083953348,0.7996333004523679,0.7418253845882026,0.7649925642632587,0.44298745922130556,0.8402355457206059,0.7372712173339362,0.7115176925223056,0.8316559459318509,0.5580127322987551,0.8112150227767017,0.5388423505481625,0.6632702748300552,0.7634436623506722
"Basil (Nigeria) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.754228339323302,0.7959721636311196,0.8377384939218784,0.8156353227251976,0.8390232053349358,0.8657822369139515,0.6111296691129373,0.9293384998878965,0.938369552819848,0.8669821378385925,0.8843538931366742,0.8347158273884995,0.9222909782875899,0.9383144988669454,0.4093176855598255,0.8928757647409968,0.8925640247451871,0.5207302920400447,0.904034712133591,0.6293553339758389,0.20452895205434962,0.929646099048043,0.8929073009355384,1.0,0.7535361455195657,0.7552277365965353,0.8971772060238491,0.9297202944848704,0.9098068914259385,0.9142818354052957,0.6816421887954083,0.9029421245671307,0.885806938713482,0.9393387417113297,0.9047284611622797,0.9301858024242935,0.5918607794525546,0.5539563427777677,0.711388518440126,0.23016994741923869,0.8107951098038491,0.2197473514133521,0.6008088679655019,0.7664549199138111,0.851005390401468,0.4222653759812717,0.625291116732893,0.76961537697901,0.710607346368612,0.7188964654485998,0.40194504165463885,0.8142379534258444,0.6990896517840676,0.6870026396709189,0.8079954702819108,0.5055070095604806,0.7908212027649619,0.47871841847127694,0.6163636941753626,0.7293640097892263
"Basil (Pakistan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.5484735648207151,0.781347488697225,0.6273961910779307,0.6076181222876729,0.6315968991699459,0.8002560970333431,0.5890126420006974,0.7243029789589237,0.7585163359563522,0.6585765192394498,0.6825543845230838,0.643466598524689,0.7501780873588355,0.7440029090700733,0.5937859855532364,0.6891737041833751,0.8101183643442502,0.7232664331699539,0.754574214447643,0.7774039096819334,0.3800348857556135,0.7522745093298862,0.8175993566636699,0.7535361455195657,1.0,0.8032840312647272,0.8239492585854963,0.7733288352666172,0.7400358619569276,0.7474513239435179,0.7928361217065034,0.7283221261815336,0.6882760939463941,0.7435775714738428,0.773268056142875,0.7784005238698808,0.5899826608787111,0.5512776961326424,0.6287307424763832,0.3960748867539531,0.6115634024385734,0.3322499669785468,0.6185223362754435,0.6631987234348697,0.6711572575922244,0.5490383876144898,0.6405689677057826,0.7333366517852247,0.6862068771857959,0.7759782371886346,0.48667808019563386,0.7906728068515932,0.6972408314667806,0.6922357287042522,0.7425160999738791,0.6349277740351142,0.7220779392879877,0.5850151187045189,0.660113139553383,0.7062216259685388
"Basil (Philippines) 1b - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.5422961763321194,0.8186004548538153,0.6259861415053596,0.60398382636273,0.6322008518573234,0.8293631122236566,0.603427312970156,0.7143609541503901,0.7624099143236548,0.6514323626136951,0.6729016763415918,0.632536031390585,0.724569190578956,0.7327517946990914,0.536943677216116,0.6810344241662629,0.7920905037893193,0.6322200837808561,0.7293045773494694,0.6537293829101025,0.3712610508962141,0.7230249575832832,0.7917160464112669,0.7552277365965353,0.8032840312647272,1.0,0.8117219130509713,0.7610540986336186,0.7296057043610804,0.7288572141310072,0.7821167410747828,0.701919831806152,0.6752841274570515,0.7345419772422516,0.7468624589318871,0.7547626081096276,0.6107891655570571,0.5700538873602938,0.6398146935617304,0.3892476552104388,0.6042730882321978,0.36379170875937983,0.6411458019474027,0.6750902492988391,0.7104695108183252,0.5424641904842882,0.6925142025427364,0.7882396428883099,0.7381017795299933,0.8191543918646332,0.5454685299169941,0.7734770157920803,0.7553052870214606,0.7217473975907508,0.7883143573751796,0.6408795487535034,0.764921776564425,0.6458401826159781,0.7208243581751246,0.7564880555369917
"Basil (Portugal) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.6832887993604075,0.8402234050395917,0.7690975790546561,0.7451885359114371,0.7724499352320467,0.9180523260293216,0.6270647342479918,0.8652447248659901,0.903827406797635,0.7981381777135796,0.8193196084473298,0.7780481071535755,0.8778630296037238,0.8894163240345411,0.47200109986055594,0.8283401592962245,0.9237132345891677,0.583905512220078,0.8754227572276754,0.6735933143400453,0.28314279470471815,0.8809197300025449,0.927701184992077,0.8971772060238491,0.8239492585854963,0.8117219130509713,1.0,0.9026510524720154,0.8680655234700873,0.8774246097938608,0.7440843761693595,0.8467001386986864,0.8241858291201257,0.8890833993192425,0.8852849230923328,0.9097342441117282,0.6165073855050014,0.5758679028350417,0.7069527003431955,0.29698717417795617,0.7501916085301054,0.27855288987276206,0.6328578529673365,0.756945684514654,0.8005581213575783,0.48063450354301696,0.660542023018982,0.7987649889865633,0.7358814815709187,0.7823961234985554,0.4735486125788301,0.8656068088826326,0.7335773685039442,0.7446453543239233,0.8295428337226846,0.565459926649603,0.8077859580162844,0.5426397613906675,0.6621816660792642,0.7604214651980334
"Basil (Taiwan) leaf & flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.7366460620839013,0.7944381819507813,0.8168768228607418,0.7958459051446781,0.8182269497051876,0.8624932053798584,0.611292375318724,0.9121616110848909,0.9305816501502744,0.8498127755557008,0.8675879336764177,0.8167999524230196,0.9117418972487987,0.9262106425206114,0.43257820528368496,0.8734737118643086,0.8975411585902227,0.5448048996858939,0.8971778565334075,0.6469576896301827,0.217279230522894,0.9193047900222548,0.9007133474461259,0.9297202944848704,0.7733288352666172,0.7610540986336186,0.9026510524720154,1.0,0.9508649535451866,0.9378731319932769,0.7097317103631227,0.9255610779734864,0.8665225796271142,0.9254196908212636,0.9113254899602893,0.9289194593906226,0.5925387110770334,0.5546036108698384,0.7060856195887484,0.24621775890258313,0.7925168072243394,0.22754078823002788,0.6026145593731669,0.7591878467557068,0.8241568228518781,0.43276519186685836,0.6443525322671944,0.7881613236549097,0.7300781578273339,0.7209966148465528,0.422369727270004,0.8254071988361447,0.7196131752256858,0.688337628335864,0.8225137507903795,0.5175956228102452,0.8069744375227598,0.4974190125218745,0.6351030620276183,0.7481686238778309
"Basil (Taiwan), flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.7701379058671213,0.7645276760663452,0.8452606228662595,0.8244930186315054,0.8446860329592875,0.8322299639652301,0.5971069942070388,0.9196453512603951,0.9217903510844844,0.8704308347917438,0.8871168357953512,0.8463039314656342,0.907481191427205,0.9203902619956904,0.3918596056161585,0.8947341384970506,0.8711740088403782,0.5064564245433703,0.901506229608708,0.6337917257302096,0.18809182341147945,0.9202416876883219,0.8686947813532279,0.9098068914259385,0.7400358619569276,0.7296057043610804,0.8680655234700873,0.9508649535451866,1.0,0.9270851180287047,0.6724490021541856,0.9266502246147836,0.8867332299448494,0.9195376280063742,0.8833243386925297,0.9115533922255479,0.5752468884996884,0.5387665000793695,0.7011229007572042,0.2132253636316026,0.8222715026145757,0.19597184455279948,0.5814347330247887,0.754941525178512,0.8346270242497649,0.40483135027435835,0.6280808071013817,0.7711505176897046,0.7171104184594337,0.6872780041902796,0.39841235595602376,0.7882440649991217,0.7027762224129768,0.6652305194411556,0.8074309094598953,0.4781918328753869,0.7969132469057917,0.46730900186621616,0.6123682597055331,0.7337147943412287
"Basil (Taiwan), leaf - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.7473297879783155,0.7665133525513271,0.8213483767549139,0.8033411626095879,0.8234628599462205,0.8377801332113839,0.5992672685511531,0.9041421089343638,0.9003987341293208,0.8567725275677618,0.8694873817247044,0.8324447921040881,0.9149472943995102,0.9375070831074901,0.41470680824753614,0.8874302765115145,0.8989255091568729,0.5250119363329906,0.8730640174909301,0.6151177200411416,0.21401337210755633,0.9147656291918537,0.8907544949764171,0.9142818354052957,0.7474513239435179,0.7288572141310072,0.8774246097938608,0.9378731319932769,0.9270851180287047,1.0,0.6884819357710019,0.9309620844459876,0.8688093191657,0.9361787598126385,0.9011055275439331,0.9324861874410347,0.5769515650200534,0.5404683039001514,0.6960249281802278,0.2234630676647268,0.8007733779422683,0.20587005743174203,0.584669854956207,0.7482436012956647,0.8187002230759459,0.40893942577127407,0.6212083937700159,0.7587654033539011,0.7044550301730124,0.6968391253463557,0.39740043078629705,0.815473857951321,0.6931832330660963,0.6693713125597605,0.7948246975212101,0.4980681310541607,0.7819596978458239,0.47023831072526256,0.6080502735184552,0.7228578358097817
"Basil (Taiwan), stem - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.4534379448862573,0.749594696516036,0.5363436007333617,0.5158406900308701,0.5413706464849044,0.7470704287654769,0.5679781793042891,0.6348834385041743,0.6724329725862915,0.57467934254974,0.5909332325075525,0.5437370801014855,0.6578030269183042,0.66400195478779,0.6624699736638058,0.597048021062347,0.7284626809939142,0.7347886427975756,0.6430447865345814,0.6115838942328679,0.4247086978984609,0.6519279376521921,0.7381134640250946,0.681642188795408,0.792836121706503,0.7821167410747832,0.7440843761693591,0.7097317103631223,0.6724490021541852,0.6884819357710016,1.0,0.6533306323696497,0.5919118731142539,0.6635765634825542,0.701864692412081,0.6885814174839779,0.5779284118159416,0.540098198167827,0.5765697503498626,0.44713128093142895,0.5154044681486527,0.40050587116463965,0.6117250845287205,0.6033290369896525,0.5883334492790513,0.5578760246068522,0.6435065603606076,0.7056277010289054,0.6668455537814919,0.7849528659181081,0.5420442341664437,0.7675554220676892,0.6879945426414262,0.678230013277987,0.6999478287753307,0.7143850157370009,0.6781675537774928,0.6553863963419349,0.6817491476997062,0.6828988087126467
"Basil (Taiwan), whole plant - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.7742741155900615,0.7393653843530337,0.8407958581270013,0.8264007296710637,0.8398181634986095,0.8014428637658703,0.5941867998756234,0.9161539622664676,0.8954907719432361,0.8753708218309707,0.8898910952470466,0.8377943589822604,0.9052008949610965,0.9145469666274103,0.39461329317140204,0.892763433943855,0.8553082669436597,0.5096212314649082,0.8819478607104609,0.6215367540552638,0.16591800067868512,0.9162751062145997,0.854928085066697,0.9029421245671307,0.7283221261815336,0.701919831806152,0.8467001386986864,0.9255610779734864,0.9266502246147836,0.9309620844459876,0.6533306323696499,1.0,0.8798980335132294,0.9142170938744646,0.8929021483483535,0.9045317344924438,0.5595931224820128,0.5245311092745438,0.6883127341466881,0.1957573264907272,0.8196989940102721,0.18044647837425953,0.5642614571003485,0.740645912318515,0.8212924128615564,0.39288526615429764,0.6050293018861339,0.7433075414626471,0.6925774555307684,0.6611358809437275,0.3760389300790159,0.7906245628897031,0.677071600592518,0.6446968219513943,0.7785472654086438,0.4681019659025415,0.7697264540373956,0.4426210004333414,0.588181681635749,0.7080890600906016
"Basil (Vietnam) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.8442886146349138,0.7254263709586064,0.9228912938105588,0.8978440242651482,0.9174628933482338,0.7946788646741747,0.5765331831189411,0.9352504011672669,0.8999626790022301,0.9213101188969794,0.9337601309182866,0.9139335479864096,0.9171601611946686,0.9082955704413376,0.31944612690196517,0.9418211108089569,0.8264115182773144,0.4370014010798229,0.9061117463581809,0.5987949779887709,0.13223792030463,0.9271635919609058,0.8229717523441273,0.885806938713482,0.6882760939463941,0.6752841274570515,0.8241858291201257,0.8665225796271142,0.8867332299448494,0.8688093191657,0.5919118731142541,0.8798980335132294,1.0,0.906966972294839,0.8453739153693918,0.8782468432347705,0.5505234478209962,0.5160089869637013,0.6965575090457155,0.1541025662379003,0.8930704382344836,0.14997958756250418,0.5569091941657826,0.7523027939167843,0.8655826727775547,0.3590612161865432,0.5739236990220433,0.7164383617275658,0.6643213146769447,0.6403932938974225,0.33584655877092373,0.7401202034775549,0.6451599916677716,0.6326084382863799,0.7586343597844039,0.424396839905288,0.7496538694681283,0.4023466293622069,0.5536939966288343,0.6808958951434577
