,"Abies alba conifer 1 - Abies alba Mill., fam. Pinaceae","Abies alba conifer 2 - Abies alba Mill., fam. Pinaceae","Abies alba from cones - Abies alba Mill., fam. Pinaceae","Abies faxoniana (China) - Abies faxoniana Rehd. et Wils., fam. Pinaceae","Abies holophylla (China) 1 - Abies holophylla Maxim., fam. Pinaceae","Abies nephrolepsis (China) - Abies nephrolepsis (Trautr.) Maxim., fam. Pinaceae","Afrocarpus mannii 1a leaf - Afrocarpus mannii Hook f., fam. Podocarpaceae","Afrocarpus mannii 1b bark - Afrocarpus mannii Hook f., fam. Podocarpaceae","Angelica seed 1 - Angelica archangelica L., fam. Apiaceae (Umbelliferae)","Aristolochia gibertii stem - Aristolochia gibertii Hook., fam. Aristolochiaceae","Bactris gasipaes fruit - Bactris gasipaes H.B.K., fam. Arecaceae","Bergamot 1c whole fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Celery flower - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery plant - Apium graveolens L. var. dulce, fam. Apiaceae (Umbelliferae)","Celery seed (China) 3a - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery seed (Pakistan) - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery stem - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Chamaecyparis pisifera - Chameacyparis pisifera (Sieb. et Zucc.) Endl. var. filifera, Cupressaceae","Citron (Italy) peel 1c - Citrus medica L., cultivar Diamante, fam. Rutaceae","Citron (Vietnam) peel 1a - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae","Cleonia lusitanica (Spain) - Cleonia lusitanica (L.) L., (Prunella lusitanica L.), fam. Lamiaceae","Coreopsis barteri leaf (Cameroon) - Coreopsis barteri Oliv. & Hiern, fam. Asteraceae (Compositae)","Elemi 1 - Canarium luzonicum (Miq.) A. Gray, (C. luzonicum (Blume) A.Gray)","Erigeron canadensis - Erigeron canadensis L. (Conyza canadensis (L.) Cronquist), fam. Asteraceae","Fennel, bitter (Spain) 1 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fingered Citron - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae","Ichtyothere terminalis (Brazil) - Ichtyothere terminalis (common name: Mata-peixe or cunabi),fam. Asteraceae","Lemon (France-Corsica) 1i Panache - Citrus limon (L.) Burm. f., cultivar Panache, fam. Rutaceae","Lemon (India) 1 - Citrus limon (L.) Burm. f., cultivar ""Plant Lemon-1"", fam. Rutaceae","Lemon (India) 2 - Citrus limon (L.) Burm. f., fam. Rutaceae","Lemon leaf (petitgrain) (Benin) - Citrus limon (L.) Burm. f., fam. Rutaceae","Lime (Mexican, West Indian, Key) (Cuba) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) peel - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) ripe - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) unripe - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (Ivory Coast) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (Malaysia) peel - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (Peru) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 1 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 2 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 3 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 4 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 5 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 7 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Persian) (India) peel - Citrus latifolia Tanaka, fam. Rutaceae","Limnophila chinensis, aromatica - Limnophila chinensis (Osb.) Merrill ssp. aromatica (Lam.) Yamazaki","Lippia alba (Guatemala) - Lippia alba (Mill.) N.E. Brown, fam. Verbenaceae","Meyer lemon leaf (Russia) 2 - Citrus limon x Citrus sinensis, fam. Rutaceae","Myrrhinium atropurpureum leaf (Brazil) - Myrrhinium atropurpureum Schot, fam. Myrtaceae",Peperomia rotundifolia - Peperomia rotundifolia (L.) Kth.,"Picea asperata conifer - Picea asperata Mast., fam. Pinaceae","Pichana (Broom) (Argentina) - Baccharis spartioides (Hook. et Arn.) Remy, fam. Asteraceae (Compositae)","Rough lemon leaf (India) - Citrus jambhiri Lush., fam. Rutaceae","Rough lemon leaf (USA) 2 - Citrus jambhiri Lush., fam. Rutaceae","Ruilopezia atropurpurea - Ruilopezia atropurperea (A.C. Sm.) Cuatr., fam. Asteraceae (Compositae)","Torreya grandis 2 - Torreya grandis Fort., fam. Taxaceae","Torreya taxifolia - Torreya taxifolia Arnott, fam. Taxaceae"
"Lemon leaf (petitgrain) (Benin) - Citrus limon (L.) Burm. f., fam. Rutaceae",0.33560103813524533,0.21277980491417192,0.3607454327568014,0.2744345375705072,0.3140738289619379,0.20047109715222589,0.3408958993051263,0.37954895098693175,0.11954372384573286,0.40349890491155493,0.3802634295320755,0.436645863092635,0.3202151374841856,0.23195238977215216,0.2836202033570845,0.18965132948528662,0.30927592887364286,0.43620605018256986,0.3542811152009886,0.1641252031565903,0.3353791445454727,0.3452223229550745,0.2841222609602475,0.3761197795077741,0.2780540384881286,0.20790204080702446,0.3211936570462752,0.5828829511737796,0.504031774074426,0.42583862997146094,1.0,0.41110323760074396,0.5806543449090658,0.5708960988083723,0.5344706173116931,0.4146448597012825,0.5555275849054149,0.3896970698605374,0.5950487514081526,0.5945604277839802,0.42549979562036677,0.4157238340129221,0.42093443398439245,0.42649379223665107,0.49954007897499597,0.3594134784585147,0.1771587488385854,0.5143046883827116,0.30148467690078107,0.3402982505347031,0.31379848035635305,0.5411010842131079,0.3204894186981233,0.42807259131634035,0.43872308321913334,0.35266223602938807,0.4509305958059241
"Lime (Mexican, West Indian, Key) (Cuba) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.43133981211252104,0.2808553606405284,0.2652389661642992,0.35825306769109455,0.4027100358657517,0.2770859500128081,0.4374163630352611,0.47688649833964747,0.18401387139337178,0.4920155068840979,0.49637751352850035,0.6076461867809846,0.4041840094648619,0.3290994552452109,0.35151524791955957,0.25562415324125265,0.4024685833174596,0.5808127101173507,0.446404248217226,0.25534507823051145,0.38395919866420336,0.4095586239934088,0.36447291269625537,0.40230892663236917,0.3376563089421739,0.43425545507854446,0.39200460866528664,0.5413382409237544,0.6108507091801827,0.6356915726530257,0.41110323760074396,1.0,0.48459214366482195,0.4619384020364933,0.5654285655633196,0.7644940310993764,0.3626497992264516,0.8098252112899673,0.4919719007589015,0.5038969214879534,0.7697594829132071,0.7576360597332963,0.820097202787631,0.799747079107153,0.614710074896172,0.44057915034262163,0.23483767763978924,0.5864721240560147,0.38822706032485166,0.4651321500522879,0.39590343313258536,0.572777318726011,0.28805286681622977,0.5662460689116298,0.5212423704003566,0.45288359551155055,0.5570151959713325
"Lime (Mexican, West Indian, Key) (India) peel - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.3860341861259995,0.21377864627164334,0.3904105940463297,0.2942209511113114,0.3291524934426161,0.18436972992880885,0.3106438787346143,0.37405677149036154,0.11717469247417922,0.4361968589044056,0.44297489393793454,0.5394079903540715,0.31138236598623936,0.25118791555104536,0.3192703911613477,0.1785306094652388,0.3025423497875196,0.45850380977090743,0.3660843565756642,0.1939888346460088,0.3815093891720772,0.37340934130795944,0.3218325940512783,0.3512137957066601,0.2570189443837163,0.3996648743154958,0.2876622870973874,0.7941049847347224,0.6197204750128811,0.4728907600639055,0.5806543449090658,0.48459214366482195,1.0,0.9709728709088796,0.6372930997225207,0.4725590107535208,0.7010095228181695,0.4644388413063849,0.8570503565044232,0.8622211937090175,0.5399290855861589,0.54162854863076,0.48833241916647996,0.4857329111236798,0.6981380376946458,0.395075881351201,0.1641907503553759,0.44512502881234606,0.2563485628087139,0.31138667435677747,0.29071879599683614,0.4714502679119231,0.1865094387898255,0.41486615383653047,0.4580860394262998,0.37494531418286847,0.46070617278413306
"Lime (Mexican, West Indian, Key) (India) ripe - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.376694022624807,0.19963842946848875,0.3805584878042044,0.2812886656772797,0.3147448612085193,0.167937829347521,0.2909696156178737,0.3569832393140767,0.10443411504579614,0.42289326362382795,0.43108245398590306,0.5230730870184555,0.2956470750238962,0.2351135111299162,0.3095247240880471,0.16382107934807322,0.2859903230802886,0.44047160852092904,0.3504337378521539,0.18420899492579867,0.3721974770858951,0.3639292919988045,0.3123876650487537,0.33325147746000383,0.23927614486201865,0.3886925982619541,0.2706461893652622,0.7820377581698277,0.6090771262215915,0.4572979287419249,0.5708960988083723,0.4619384020364933,0.9709728709088796,1.0,0.6117606359824259,0.45047013582899553,0.6964559143547373,0.4420268966337413,0.8545159021799223,0.8555550174396527,0.5218821935389794,0.5243390586405134,0.4661970143778785,0.46419183077260606,0.6832827036736038,0.3842123439586579,0.15192101126983815,0.4217903060985032,0.23926486099282873,0.29244333073623263,0.2729871252301107,0.4510852973154905,0.1695715563509823,0.39128635662740563,0.4431702211003209,0.36031077628173813,0.44212105307167826
"Lime (Mexican, West Indian, Key) (India) unripe - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.33574900837494714,0.286985674428323,0.42201803179834485,0.32799712739314446,0.37584171298301194,0.2983560083821738,0.45016547511189964,0.4498885591823144,0.1762445479531881,0.42689643601770555,0.41404517037358757,0.573163139330812,0.3826256335984649,0.3393392151879504,0.2948207790449314,0.26056747678664494,0.38727406188470515,0.5065324725911204,0.41886382386037446,0.19501964256050253,0.3485638980088184,0.330036746973809,0.29127653224329875,0.4683505146988811,0.38709264337277993,0.3676926502137897,0.38219511216746993,0.6272100682886752,0.5176561497902312,0.4849958524807072,0.5344706173116931,0.5654285655633196,0.6372930997225207,0.6117606359824259,1.0,0.5631593760852793,0.6353730226438721,0.5570147048348615,0.5963177080579769,0.6174239957449492,0.5305158577549806,0.520505713228947,0.566080485015021,0.5564761218839882,0.6204262437520462,0.36296883381168366,0.20453451980423387,0.6044594751256138,0.35811001649184593,0.4331364608138978,0.39641260686797986,0.5634293997133601,0.31858410452556196,0.5921047399115583,0.47899770124319374,0.4064089796149759,0.5309517968771076
"Lime (Mexican, West Indian, Key) (Ivory Coast) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.4035247354931828,0.2645805361423552,0.24954189292869422,0.33057414705928434,0.3720913151827091,0.2606349664235128,0.4323732687079248,0.46464377296192383,0.18175998824866746,0.4825252699914223,0.4918520810557153,0.5895961271816101,0.397575210970759,0.34025375973722016,0.3428017048534491,0.2564095251394459,0.40549343911379954,0.5665509140309803,0.45710968689333253,0.25736901029023984,0.36771332680301905,0.40919702089568577,0.3750252816937769,0.39344180561716446,0.34633551376918636,0.47372461858109527,0.38480150310548533,0.5306195056988698,0.527811906770419,0.5455830462979397,0.4146448597012825,0.7644940310993764,0.4725590107535208,0.45047013582899553,0.5631593760852793,1.0,0.3379863036935641,0.8763242587931938,0.48543131893074765,0.4988713935862694,0.738094290943723,0.7200327275859189,0.9004912684616495,0.9039706365990868,0.6122197663714614,0.429520842273449,0.30118507931985494,0.5931426256613402,0.5197702684367184,0.5037662108738039,0.3768676207723489,0.6108135066353588,0.28661586266361894,0.5929293657665322,0.5060307114963494,0.43970382600255686,0.5469783535598044
"Lime (Mexican, West Indian, Key) (Malaysia) peel - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.25379789034333766,0.16839099938148538,0.43408190259269364,0.22024406329909652,0.2644760584371889,0.15840766235676618,0.2796670789782968,0.3079914498248145,0.06628311915177587,0.3179080193925845,0.29462037782121553,0.4020228824490485,0.24637386903865122,0.1798873522159492,0.21158301616648378,0.13827652452544303,0.23133142606668777,0.3499210547678153,0.28596181938425347,0.11216407349569957,0.2772424372807937,0.24418809450184464,0.202641511503049,0.34025765705914424,0.23668581783574072,0.1581691082712905,0.22542098022661794,0.5978508071407159,0.513588825342199,0.3921805621255726,0.5555275849054149,0.3626497992264516,0.7010095228181695,0.6964559143547373,0.6353730226438721,0.3379863036935641,1.0,0.3177293332342047,0.6507788955392111,0.6506124232630599,0.35631715357465044,0.3484588851926306,0.3451314672073754,0.3473941385959902,0.49041353114052944,0.2689604925546386,0.09756414548072156,0.3845396635242625,0.20981123062672324,0.2756623745424889,0.245878635648752,0.39124444251322077,0.16658819887870457,0.33076028207474684,0.3583592210722133,0.2755246290479103,0.37856677030319796
"Lime (Mexican, West Indian, Key) (Peru) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.4096345358495357,0.2585132074144113,0.23451832727256205,0.3320377334055138,0.37293972581211543,0.2618417248074819,0.42778092686018176,0.4603484876312469,0.1787272479605272,0.48114242376971106,0.49639416553199045,0.5986763481028924,0.39456717843709477,0.3430773776273184,0.3415893708737213,0.25319168223013544,0.4054436039914351,0.5721815794007918,0.4684924987403172,0.2586108956125531,0.3558793133000988,0.40563108959036165,0.3681360469459658,0.392170832599248,0.33286506146653516,0.5136107429714236,0.381109141065493,0.5250408082034628,0.5183224979363708,0.5367129344853929,0.3896970698605374,0.8098252112899673,0.4644388413063849,0.4420268966337413,0.5570147048348615,0.8763242587931938,0.3177293332342047,1.0,0.4729251322832223,0.4883588215160768,0.7853058070940213,0.7719375033518113,0.9098555867365979,0.876674989997119,0.6218953469797944,0.42902277678090295,0.26072889507307073,0.5894423710026534,0.4235643271472711,0.4799957136913603,0.38080973168705445,0.5813212324072123,0.2837352605085952,0.6014179548694154,0.49982150897314825,0.43451089952897437,0.5430257181691391
"Lime (Mexican, West Indian, Key) 1 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.45058744662695016,0.22732203142131147,0.36382087232178706,0.31986480054491573,0.35218479246323064,0.1905377157133724,0.3299104041998596,0.4099407949238566,0.14046965273103473,0.49869740767213677,0.5033187309422829,0.5487934259184715,0.3343278016915595,0.2614706577375232,0.37045978221486076,0.19937264389407894,0.32134527652835543,0.5082748292743996,0.4154185038145205,0.23958191303615428,0.4239170951969321,0.4538190761869887,0.381390726327976,0.3555429492267944,0.26146546219364275,0.38853653855653236,0.33459458362192274,0.8566282849985223,0.6621683278389661,0.5214017810728162,0.5950487514081526,0.4919719007589015,0.8570503565044232,0.8545159021799223,0.5963177080579769,0.48543131893074765,0.6507788955392111,0.4729251322832223,1.0,0.9618192184641559,0.577202625414418,0.5758370579383013,0.5065731165338595,0.5093083230710547,0.7168116161166123,0.458361340242727,0.20265450960007425,0.4756755713239712,0.28450170292502075,0.3296753460522809,0.3054077200411499,0.5235766059861333,0.24633972537813942,0.43989956619078574,0.5052570557510505,0.41655717996628794,0.49832166367128894
"Lime (Mexican, West Indian, Key) 2 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.44289174087028516,0.23271657331845763,0.3677120442717622,0.3213085560365322,0.354516523413576,0.19825013767027488,0.3411626089636838,0.4164018028510248,0.14395101073011762,0.49482395494986187,0.49978224395884996,0.557978424725414,0.3395873564271319,0.2712957960190403,0.36574822481004343,0.2045203721109432,0.3289562524193075,0.5092710397052498,0.4168363119050871,0.23278364960754805,0.4197439103166122,0.44691764413008417,0.37496100941283694,0.36385364190740077,0.27034258333413763,0.4107130293804845,0.34282840013968296,0.8554639881970162,0.6503619017882415,0.5172700327799831,0.5945604277839802,0.5038969214879534,0.8622211937090175,0.8555550174396527,0.6174239957449492,0.4988713935862694,0.6506124232630599,0.4883588215160768,0.9618192184641559,1.0,0.5846965911796796,0.5830016546065269,0.5190180188740725,0.5195300494431787,0.7246213141445099,0.45180577041311565,0.20250682995472413,0.4850029958614581,0.2887369182751761,0.33658728508709135,0.3121448503203458,0.528798170619065,0.25881994678372966,0.4577853434124246,0.504910010200798,0.4165929795117258,0.5021508168338824
"Lime (Mexican, West Indian, Key) 3 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.5303038299602001,0.25353160685292475,0.21491461285934355,0.36121317391872176,0.39750699018948044,0.23235260237305477,0.40131719074569194,0.48337238178009334,0.1905130617637656,0.5855008954714087,0.6192874175300824,0.6503807398299251,0.4081788364161145,0.33122778340289105,0.432527755930346,0.25341055454012074,0.404710964222218,0.6525815373488919,0.5258344377457271,0.3077032354465722,0.42707568293872855,0.527115748500232,0.46683484673646625,0.3650439427800457,0.2942843161735499,0.5346572981583475,0.3825725507995127,0.6326951321339874,0.6527717945414303,0.6476997092636182,0.42549979562036677,0.7697594829132071,0.5399290855861589,0.5218821935389794,0.5305158577549806,0.738094290943723,0.35631715357465044,0.7853058070940213,0.577202625414418,0.5846965911796796,1.0,0.9456733653722988,0.8135854840385202,0.8005559499991899,0.739598484221168,0.5419474950995621,0.26868141284504066,0.5828900638917776,0.36369525048842943,0.42809444793809337,0.36754452425760065,0.5999781708029132,0.270976834754986,0.550755680340354,0.5660916070633883,0.4919192279936533,0.5812730022851798
"Lime (Mexican, West Indian, Key) 4 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.5302762910615604,0.2467803787983215,0.20701744582485704,0.35624534751044346,0.38893508097951235,0.22245071935692906,0.3867369981686857,0.471865839244048,0.18397656833098552,0.5797831557857236,0.6196750720760704,0.650010500971892,0.3983654344336325,0.32411907473900736,0.42974194355707174,0.24440189817783187,0.39605481383422025,0.6323238204887813,0.5091371653864831,0.3126791674642343,0.4259454977576117,0.5256606943654254,0.46386417296197857,0.35191955899090854,0.2819873733464068,0.5542638641312044,0.37107731822601053,0.6341204616593608,0.6505323296703704,0.644563891190631,0.4157238340129221,0.7576360597332965,0.54162854863076,0.5243390586405134,0.520505713228947,0.7200327275859189,0.3484588851926306,0.7719375033518113,0.5758370579383013,0.5830016546065269,0.9456733653722988,1.0,0.7913820459476202,0.7770576415281679,0.7494822935563976,0.5403713708096756,0.25523525682550696,0.5659885567033734,0.3403169891337743,0.40669943866135827,0.35536822095440224,0.5803313369969977,0.2605058239808993,0.5394634318003613,0.5577838220670175,0.48434180807615657,0.5697047244620115
"Lime (Mexican, West Indian, Key) 5 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.44658874139830607,0.2708151551105332,0.24482958236157937,0.3509524025240639,0.39371029529066304,0.2680857661098708,0.44178835067133937,0.4856351934220329,0.19315577223335323,0.5194380535817438,0.532621789999872,0.6202864122844567,0.41566740596485974,0.34870421475013413,0.3740987986311587,0.2670610572990343,0.4203245528395283,0.6048823877888514,0.5040991343503927,0.2750672124936616,0.3869819337854551,0.4463890641263264,0.4045960485315838,0.4035807111182429,0.3430395929612904,0.48976649709210496,0.39532798911627964,0.5572404170969041,0.5733929910256301,0.5937624817162748,0.42093443398439245,0.820097202787631,0.48833241916647996,0.4661970143778785,0.566080485015021,0.9004912684616495,0.3451314672073754,0.9098555867365979,0.5065731165338595,0.5190180188740725,0.8135854840385202,0.7913820459476202,1.0,0.9281734981544083,0.6472792903512103,0.46700644719527784,0.2934303050514778,0.6127417970708269,0.47017497236908423,0.4971678339972808,0.39197442058635146,0.6213960094778189,0.2964206462979775,0.6006037328268994,0.533454937177186,0.46184257921954297,0.5718639012077886
"Lime (Mexican, West Indian, Key) 7 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.45361288324219706,0.2710952688558663,0.2479976232593436,0.35134151310766804,0.3928321766200791,0.2643257549031236,0.4395507133344714,0.4871231981810432,0.19558774006267,0.5291069565827126,0.540163745288571,0.6117707741099441,0.4148972187672645,0.34491039123000633,0.3815891500475004,0.2694767610779504,0.41801208549586366,0.6102573662926266,0.49586808691196294,0.3002241651571148,0.3951386286693619,0.4577120282140892,0.41687284087294185,0.39949539024175706,0.3433199135963013,0.46479700582069294,0.3966045305334812,0.5615363660329286,0.5795081807610409,0.6018192079151241,0.42649379223665107,0.799747079107153,0.4857329111236798,0.46419183077260606,0.5564761218839882,0.9039706365990868,0.3473941385959902,0.876674989997119,0.5093083230710547,0.5195300494431787,0.8005559499991899,0.7770576415281679,0.9281734981544083,1.0,0.6432282163471108,0.47697932926358877,0.3079812462553976,0.6148742268581965,0.4923046478942228,0.5047437671149897,0.388760644224191,0.6329602152051315,0.296420674409573,0.594677817738523,0.5409683541037513,0.4684538735399887,0.5764759043667333
"Lime (Persian) (India) peel - Citrus latifolia Tanaka, fam. Rutaceae",0.5200882884053312,0.2468309551861365,0.2751970119461111,0.35298793160520725,0.3862920224660221,0.2199194044082865,0.37472701414396314,0.46099543473118365,0.17913712302190676,0.5754512298937506,0.6169612607316506,0.6812536098145769,0.3932703436163548,0.3244278181552347,0.4306564572294026,0.2411463018505834,0.39046517066081976,0.5999045552435506,0.473396700796719,0.29841382668155836,0.44062960525768846,0.5162703921912766,0.451851557590247,0.3702440734763601,0.2848134214479482,0.5624302134646173,0.36072467214259285,0.7751766182879287,0.6737674353389973,0.6168420508580206,0.49954007897499597,0.614710074896172,0.6981380376946458,0.6832827036736038,0.6204262437520462,0.6122197663714614,0.49041353114052944,0.6218953469797944,0.7168116161166123,0.7246213141445099,0.739598484221168,0.7494822935563976,0.6472792903512103,0.6432282163471108,1.0,0.5347374668437941,0.24789626438017953,0.5641280148304322,0.3251304220216724,0.37109275967800404,0.3461115201303048,0.5789221769184532,0.2607059134206867,0.5295476021390653,0.5589872579333766,0.4768118296128867,0.5644302423430827
"Limnophila chinensis, aromatica - Limnophila chinensis (Osb.) Merrill ssp. aromatica (Lam.) Yamazaki",0.5492294024309915,0.2587488334192857,0.15765146318981893,0.3621856870423712,0.36996254133985906,0.1965655277511511,0.3264055943016675,0.4273846038514577,0.17073435530266745,0.5786385634141031,0.5784940127761335,0.47112697649466884,0.34063889644143386,0.23869358036057975,0.42241074091535447,0.20109189062709376,0.3281380356369741,0.5682376165647596,0.4414241897025206,0.24737550985837964,0.45956095700566235,0.5465097356388768,0.4544473311645234,0.30297753076978806,0.24190629066338565,0.27614555090587745,0.36250216244020017,0.5093486729105972,0.5262599315974568,0.526292831889221,0.3594134784585147,0.44057915034262163,0.395075881351201,0.3842123439586579,0.36296883381168366,0.429520842273449,0.2689604925546386,0.42902277678090295,0.458361340242727,0.45180577041311565,0.5419474950995621,0.5403713708096756,0.46700644719527784,0.47697932926358877,0.5347374668437941,1.0,0.2322865942716218,0.5097259694457003,0.2996149370333464,0.3225371192395292,0.3209549461290647,0.521268935159551,0.21633865972389676,0.4030449467313083,0.5331138321145081,0.5149551368102754,0.5342197593337525
"Lippia alba (Guatemala) - Lippia alba (Mill.) N.E. Brown, fam. Verbenaceae",0.21573434574214334,0.06130757236623641,0.020585665774984663,0.1251884466750427,0.14965919969456043,0.051666477012808354,0.18126371235882022,0.22149631335320175,0.0066407670987047585,0.2653273183182414,0.2589436175666088,0.2358795618403936,0.16078354607631795,0.09281097446021469,0.16257751117547925,0.06056603546133377,0.15322979167914108,0.28743880620731543,0.21168903946054218,0.05434803071437888,0.16634177588838706,0.22466327302330236,0.19079136024960452,0.1479759971102318,0.10858133269673631,0.06923356674063075,0.1566466288931092,0.23161591100477485,0.23085585541104192,0.24597085726881018,0.1771587488385854,0.23483767763978924,0.1641907503553759,0.15192101126983815,0.20453451980423387,0.30118507931985494,0.09756414548072156,0.26072889507307073,0.20265450960007425,0.20250682995472413,0.26868141284504066,0.25523525682550696,0.2934303050514778,0.3079812462553976,0.24789626438017953,0.2322865942716218,1.0,0.3003390410702095,0.2899577320120983,0.22324049007691948,0.1440867152697547,0.3327153002075366,0.08513021151034006,0.24409177305758623,0.25213824189497314,0.21883322841654662,0.277332530648283
"Meyer lemon leaf (Russia) 2 - Citrus limon x Citrus sinensis, fam. Rutaceae",0.46673302565774155,0.33657118592515034,0.30978177582915434,0.399000750541757,0.4464041053061941,0.3532517071461695,0.5605074148812338,0.5768019518451681,0.25273499320441584,0.5781440113663934,0.5499565143709084,0.5718530911728692,0.48395156537251716,0.3933687351652182,0.41115838853735065,0.3415967307454948,0.481792506460466,0.6623647486664594,0.5380303673696086,0.2671987503498817,0.40720487304042985,0.47399155952046346,0.4159207825072815,0.5144033690763161,0.43062460195456387,0.3020502510544588,0.47682373808791323,0.5400460349590963,0.5079430197517187,0.5455759081674862,0.5143046883827116,0.5864721240560147,0.44512502881234606,0.4217903060985032,0.6044594751256138,0.5931426256613402,0.3845396635242625,0.5894423710026534,0.4756755713239712,0.4850029958614581,0.5828900638917776,0.5659885567033734,0.6127417970708269,0.6148742268581965,0.5641280148304322,0.5097259694457003,0.3003390410702095,1.0,0.4412623929683336,0.5168915526703992,0.4800848009797438,0.7392716281099603,0.4093704609515122,0.694084385881219,0.5955964971581806,0.5264004418226722,0.6788435755163004
"Myrrhinium atropurpureum leaf (Brazil) - Myrrhinium atropurpureum Schot, fam. Myrtaceae",0.2880345592482787,0.35448312477973043,0.24297553851048082,0.34236065223330236,0.33424648374146115,0.26083592032702274,0.369347382771135,0.3838883764276969,0.1312690321849289,0.3400322198466029,0.30383740115496527,0.36667732617737314,0.27252581215775995,0.19735658963208957,0.20202176801928595,0.16195215910035254,0.2678819307212673,0.3870858020958201,0.29365960182276196,0.0998671476736912,0.3930443447261206,0.2667811899449146,0.23338311109504406,0.2873383043005511,0.34724580110096515,0.1439106940135665,0.39002684621298245,0.3116322960511221,0.3167924535843396,0.340117367971123,0.30148467690078107,0.38822706032485166,0.2563485628087139,0.23926486099282873,0.35811001649184593,0.5197702684367184,0.20981123062672324,0.4235643271472711,0.28450170292502075,0.2887369182751761,0.36369525048842943,0.3403169891337743,0.47017497236908423,0.4923046478942228,0.3251304220216724,0.2996149370333464,0.2899577320120983,0.4412623929683336,1.0,0.461431363369735,0.3290528181159478,0.4888801120395385,0.20394421035911725,0.3852177314395667,0.40869918258289106,0.43629684841688465,0.4394471795126311
Peperomia rotundifolia - Peperomia rotundifolia (L.) Kth.,0.34929086021922906,0.3186104315627075,0.29087946318193436,0.37806145773788147,0.3963023832292202,0.33760629240973017,0.4149293671296608,0.418455790142219,0.15227606687408235,0.37692853439844676,0.3420409687464663,0.3924475828943962,0.3406588746275273,0.2513653031215134,0.24457421001462432,0.21347878523295305,0.3320339432644215,0.4538874140056841,0.348672662863713,0.1332415387846344,0.350284493286099,0.28699380217968784,0.25565138891400596,0.40488372833259967,0.3568607982465444,0.16959189675350106,0.3850759338850791,0.36405057479105807,0.3483431144420305,0.355811332539136,0.3402982505347031,0.4651321500522879,0.31138667435677747,0.29244333073623263,0.4331364608138978,0.5037662108738039,0.2756623745424889,0.4799957136913603,0.3296753460522809,0.33658728508709135,0.42809444793809337,0.40669943866135827,0.4971678339972808,0.5047437671149897,0.37109275967800404,0.3225371192395292,0.22324049007691948,0.5168915526703992,0.461431363369735,1.0,0.5830948199176929,0.512260525069403,0.24876657047313155,0.4617504113433498,0.4372441202356915,0.4085779404469273,0.4941362844818151
