,"Alpinia katsumadai seed (Vietnam) - Alpinia katsumadai Hayata L., fam. Zingiberaceae","Citronella ceylon (Zimbabwe) - Cymbopogon nardus (L.) Rendle, fam. Poaceae (Gramineae)","Citronella ceylon 1 - Cymbopogon nardus (L.) Rendle, fam. Poaceae (Gramineae)","Citronella ceylon 2 - Cymbopogon nardus (L.) Rendle (Ceylon/Lenabutu type), fam. Poaceae (Gram.)","Citronella ceylon 5 - Cymbopogon nardus (L.) Rendle, fam. Poaceae (Gramineae)","Cymbopogon caesius leaf - Cymbopogon caesius (Nees ex Hook. et Arn.) Stapf., fam. Poaceae (Graminea)","Geranium (Algeria) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Algeria) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Bulgaria) - Pelargonium graveolens l'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  9 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India) 10 - Pelargonium species, fam. Geraniaceae","Geranium (India) 11 - Pelargonium species, fam. Geraniaceae","Geranium (India) 12b Genotype 2 'Bourbon' - Pelargonium species, fam. Geraniaceae","Geranium (India) 12c Genotype 3 'Kelkar' - Pelargonium species, fam. Geraniaceae","Geranium (India) 13 - Pelargonium graveolens L., fam. Geraniaceae","Geranium (India) 14a - Pelargonium species, cultivar Bourbon, fam. Geraniaceae","Geranium (India) 14b - Pelargonium species, cultivar Bourbon, fam. Geraniaceae","Geranium (India) 15 - Pelargonium graveolens L'Heritt., fam. Geraniaceae","Geranium (India) 15a cv. Kunti - Pelargonium graveolens L'Herit. ex Aiton, cv. Kunti, fam. Geraniaceae","Geranium (Madagascar) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 3 - Pelargonium graveolens L'Herti. ex Aiton, fam. Geraniaceae","Geranium (Rwanda) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon 10 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon 11 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Helichrysum amorginum (Greece) - Helichrysum amorginum Boiss. et Orph. in Boiss., fam. Asteraceae (Compos.)","Helichrysum italicum (Greece) - Helichrysum italicum (Roth) G. Don ssp. italicum, fam.Asteraceae (Compos.)","Lemongrass (Ethiopia) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Mentha arvensis ssp. austriaca 1 - Mentha arvensis (L.) ssp. austriaca (Jacquin) Briq., fam. Lamiaceae","Nepeta cataria 2 - Nepeta cataria L. var. citriodora, fam. Lamiaceae (Labiatae)","Rosa centifolia (Poland) - Rosa centifolia L., fam. Rosaceae","Rose (Bulgaria) 3a - Rosa damascena Mill., fam. Rosaceae","Rose (China) 1b - Rosa species (France), fam. Rosaceae","Rose (India) 2 - Rosa damascena Mill., fam. Rosaceae","Rose (Kazanlik) - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 2 - Rosa damascena Mill., fam. Rosaceae","Rose 1 - Rosa damascena Mill., fam. Rosaceae","Rose headspace 1 - Rosa damascena Mill., cv. Othello, fam. Rosaceae"
"Geranium (India)  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.4904758120360393,0.3987650881279162,0.35912532051947665,0.34167302333071903,0.3391528240016828,0.18491618772530838,0.794699258409564,0.6732909402168918,0.6032675124063708,0.6126718985576523,0.7246333012843684,0.7197639811999588,0.6778781158618805,0.6491614752450703,0.6956433449156264,0.6219015366540886,0.6343151879650585,0.7793738795457322,0.8427517286220949,1.0,0.7286596238718394,0.782223119790078,0.4872995443787449,0.7988310560144144,0.756972286678229,0.5963655822372457,0.7759763410557055,0.7288716692344663,0.744824411218534,0.7306057303805575,0.5794035502987473,0.6735196474812692,0.6446001652736044,0.6598410816912239,0.7715573908432027,0.39673109819020824,0.6423577871861179,0.7289608786177243,0.6796610809023375,0.6525213153998136,0.6599561495724555,0.6975367831487065,0.6274528685907121,0.6829161852828199,0.6703594864856965,0.6423919508346664,0.652195273784255,0.6468242105474629,0.13257023467015405,0.23221428978096836,0.25500040351820696,0.16234673947971867,0.3220193239954706,0.5180558515478222,0.4644288984863919,0.46366288733161254,0.5283227691547348,0.33420695474595963,0.5267963029306023,0.4154293600831692,0.36835554627138756
"Geranium (India)  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.4615776469314259,0.4389664575335642,0.4649386359655383,0.45103695813412004,0.4348924823321356,0.26270443539728283,0.8235886171689062,0.8682178603635097,0.6922437533620939,0.6980015700188704,0.7481717522249565,0.805871548014828,0.7760142673478075,0.803446039822963,0.8258113443507851,0.6497715244436513,0.7741138371269229,0.7434327667833132,0.7189325719010984,0.7286596238718395,1.0,0.8502173946273077,0.6036134690913075,0.7762885792533892,0.8547563777887506,0.5203791725432463,0.6810501363168553,0.8005542480993144,0.8395377327625584,0.7484672822866937,0.6044507093938379,0.7660444730910931,0.8276014742493552,0.828428396726181,0.7910771361753215,0.3057012931590287,0.671408387262536,0.7987010584286484,0.7174258124203299,0.7201744498502655,0.7381722506676008,0.7554697738386534,0.7587973679019882,0.7142032419088915,0.7472446343948275,0.6714222749067092,0.7576905848515917,0.7449257125406467,0.17198310572253428,0.2552134326527584,0.24008647567437558,0.1381746441290016,0.45186423682329746,0.508140869502322,0.5093762976581565,0.5609829708091398,0.5415643363458993,0.40088238978202495,0.5041569943781745,0.4427796057980552,0.3740365521394752
"Geranium (India)  9 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.48229614495003603,0.4131446339431607,0.42685737278123037,0.41029903454676675,0.3984732830029586,0.2357792739283423,0.8479771417766767,0.8406733843666844,0.7001536377853722,0.765719228872121,0.8232371972325299,0.8735129168562757,0.8321066939613899,0.8358704780091044,0.8475082444272041,0.6854406102183862,0.7581758531038194,0.8467560528128812,0.8145903149471054,0.782223119790078,0.8502173946273079,1.0,0.5938796832058496,0.8830639951595735,0.8466693512247974,0.5352372113529195,0.7474366463838673,0.802925804594215,0.86855675057973,0.7765020611790534,0.5991920977295224,0.7810153932802647,0.8083820627189887,0.8172234208518951,0.8702312552503428,0.30531762063636714,0.7597357178588058,0.8150263545449822,0.7963614550728094,0.7788928747635068,0.7878026606984988,0.6969325156664808,0.7401716337086799,0.7929557297401206,0.8062456281833261,0.759737555868873,0.7843343402130305,0.779990282004495,0.1383028045383209,0.22252332327525848,0.22219279069185094,0.11550397551825475,0.41944912113219646,0.4852116148597133,0.49751991684304386,0.5314180828242019,0.5264522894007646,0.37535386534494,0.49450416154954413,0.43278291716213235,0.34182083977469957
"Geranium (India) 10 - Pelargonium species, fam. Geraniaceae",0.36817419599803314,0.3514934255203809,0.3864405972789303,0.3955002899761928,0.37254090121125927,0.2141131621870489,0.5622543511948143,0.6151292474737293,0.5412640716898033,0.5174042775413934,0.532733274502643,0.5876198376158307,0.5589578347160256,0.607245940650103,0.5906459560887036,0.4742270023189237,0.526232480868876,0.5111939931652112,0.48670548585386064,0.4872995443787449,0.6036134690913075,0.5938796832058496,1.0,0.5543332824174685,0.562463130604327,0.3883494520986833,0.5020112200599898,0.6347245685917884,0.5866126628300243,0.5140608818888022,0.48206568049439424,0.5456566301205885,0.6302025773531554,0.6175703282857926,0.5806730594018661,0.19720808327991313,0.5603409108041316,0.6041134760513375,0.5163925353640628,0.5326765278820098,0.530043162303999,0.4852797564388758,0.515035193676683,0.5100165951787659,0.5307030085910407,0.5603639176205293,0.5819035183228812,0.5429570296844877,0.11464666085656827,0.18910372791055385,0.17372908892939853,0.06730803756035819,0.3830426295149606,0.3745558685625596,0.3878332397448294,0.442621162718825,0.3933858967568489,0.32224563027880193,0.36204996879396223,0.3377436655005803,0.2801516014737193
"Geranium (India) 11 - Pelargonium species, fam. Geraniaceae",0.4592293807241832,0.3542905797116158,0.364603961279367,0.3414204991657944,0.33755837866864713,0.18647409227288103,0.8381622106694477,0.7593739910810017,0.6489904512704447,0.7182367287961726,0.8429385272629074,0.8390874151620669,0.7974219672715468,0.7861539865772358,0.811301427983842,0.6870461438831774,0.6803365654733646,0.8301853088386162,0.8184498519896478,0.7988310560144144,0.7762885792533891,0.8830639951595735,0.5543332824174685,1.0,0.8203559889365182,0.5390843798688129,0.7812933817177784,0.7925472237127065,0.8547656442283618,0.8033745849464705,0.5811196244186521,0.706733969033966,0.7236356196526956,0.7429534881973872,0.8527239385074626,0.31143619405334544,0.7286638864054942,0.790413271910102,0.7634531738184146,0.7261807171463519,0.7320490989916677,0.6441297229855991,0.6656809723517964,0.7571197763931228,0.7413614128492549,0.7286593138720034,0.7124033339751059,0.7193307356151735,0.09824757623743718,0.18187512809529816,0.18876127867133474,0.09366928317362855,0.35758418535448055,0.4590619208778357,0.46730934598041796,0.4799213288229528,0.508959046693151,0.32779039293106127,0.48137640185869424,0.4034654029822229,0.3048378361968257
"Geranium (India) 12b Genotype 2 'Bourbon' - Pelargonium species, fam. Geraniaceae",0.4439422330820204,0.367504237255592,0.39514545984641924,0.3766203911383543,0.37163331887388473,0.21294897451364914,0.8695516194243649,0.8144152794735192,0.6738234860658447,0.6971760917953782,0.8175354791872785,0.832387492023658,0.8083161180443053,0.7999748720669173,0.8382726956899982,0.6624756368287075,0.7133409361893501,0.7783212585064248,0.7537443961107528,0.756972286678229,0.8547563777887504,0.8466693512247974,0.562463130604327,0.8203559889365182,1.0,0.5090959776435922,0.7480101386943167,0.8299752919337938,0.8619094920162393,0.8112346862392563,0.5597667521347824,0.7251623442749968,0.769496775575088,0.7674011623355514,0.8386241498633925,0.2899784229939286,0.6880302138166141,0.8225981926560347,0.752492024992121,0.7113184610831473,0.7199795036004214,0.6861179471352792,0.706041606201268,0.7485375185801634,0.7274519936677607,0.6880680313146252,0.7293800126911123,0.7132766079993823,0.12067213609315641,0.20320731397431313,0.1995103872099393,0.10171263849786372,0.398600827608926,0.48144355283302664,0.4923537049940282,0.5273936786584695,0.5341547282851066,0.35765496029821076,0.49836696690863536,0.42322719199954617,0.3281526563660676
"Geranium (India) 12c Genotype 3 'Kelkar' - Pelargonium species, fam. Geraniaceae",0.6533300571571485,0.5413063848164926,0.37322580548951,0.4480711936280912,0.41595880167144916,0.2379760676144611,0.518605160506821,0.46620837265447734,0.40893987728531433,0.4084716040714994,0.42441016871990644,0.46149266674471867,0.39863929209114324,0.4434949527933977,0.45161162732892524,0.44812548981214495,0.4502434751254033,0.5025754473100774,0.5720463795852532,0.5963655822372457,0.5203791725432462,0.5352372113529195,0.3883494520986833,0.5390843798688129,0.5090959776435922,1.0,0.4520435044472315,0.4483446339652418,0.5549104954680619,0.4446315493357591,0.7470378873553856,0.5549860961403046,0.5120441373404317,0.5173916846675849,0.49119105566801846,0.6781182486423301,0.428608164952582,0.45735110117982614,0.46328853925832814,0.45832931528194787,0.4770665554300868,0.5825458481280734,0.452884220067151,0.4627169580595528,0.47737612862728496,0.42862365918609713,0.4829952726897274,0.48410280385672133,0.33660105305186216,0.47164570978285314,0.47868950907180285,0.3751117916382115,0.24822275581105835,0.44166621319893107,0.3030221629341452,0.3637532761047263,0.3680100669510834,0.2953469409528945,0.39931341437131673,0.3397095776403548,0.4135613064716994
"Geranium (India) 13 - Pelargonium graveolens L., fam. Geraniaceae",0.37065456661098073,0.2363742528356464,0.2759317761518092,0.24548305757294886,0.2544199781783961,0.1192694368797097,0.7471953856510158,0.6501945449221953,0.6319966713262082,0.6409698334836544,0.8024916716909971,0.742734903995048,0.7441323685691852,0.6706284214610654,0.7243202988332154,0.654710020581158,0.5837825508392717,0.7446347751287501,0.7265409081027825,0.7759763410557055,0.6810501363168553,0.7474366463838673,0.5020112200599898,0.7812933817177784,0.7480101386943167,0.4520435044472315,1.0,0.7585196740680346,0.7099107484952234,0.8197276635569702,0.4611775448177441,0.5932876488189913,0.5958272393625064,0.5973093095804798,0.7873150514669225,0.24389540394540932,0.66035693426494,0.7398044539963671,0.66040374496274,0.6195850461892269,0.6279660925215218,0.5637574793125493,0.5715828640621357,0.6634116710868665,0.6428027582030584,0.6603629400386527,0.6209492300200359,0.6192631281412886,0.021188245472957612,0.10027975679086565,0.1061673177030864,0.023830035328360366,0.3062536014714635,0.44629763563218106,0.47037973281169443,0.4394603555366021,0.5310952540810827,0.28646821626626395,0.495258775477452,0.38584658087228363,0.25190370896246705
"Geranium (India) 14a - Pelargonium species, cultivar Bourbon, fam. Geraniaceae",0.3983762091964551,0.32246465626808496,0.37696885611012765,0.34509880612706856,0.3411554322144583,0.19139655793847998,0.8087147655130829,0.7904173856846228,0.7041461938660454,0.6678098291675592,0.8179023402716624,0.8356204428942325,0.8166541079168499,0.7892149853921171,0.8321035627043396,0.6588651574036626,0.6721034258750179,0.7361236210241184,0.698457240149484,0.7288716692344663,0.8005542480993142,0.802925804594215,0.6347245685917884,0.7925472237127065,0.8299752919337938,0.4483446339652418,0.7585196740680346,1.0,0.7927728881800192,0.7985791835889461,0.5044667715880338,0.65989802336944,0.7225379023255478,0.7385284521634516,0.8380193419218573,0.2259442839962571,0.689280418458621,0.8374271315540593,0.6877095223529457,0.6821274983515978,0.6819048983016922,0.6214351381217385,0.6576270059124913,0.6832608367283408,0.6859229819773449,0.6893386946820244,0.6991295631185612,0.6735523698375767,0.08121722720466318,0.15654885814990505,0.15293193188864407,0.055464065460406275,0.4136947515652555,0.5106948182842336,0.5352462154895719,0.516870175103743,0.5630026222863477,0.366958283545771,0.5170737472259225,0.41880591608608164,0.34395280735145706
"Geranium (India) 14b - Pelargonium species, cultivar Bourbon, fam. Geraniaceae",0.47353951851732434,0.3960120530526262,0.4029283730073091,0.3970886752085847,0.3859350987748925,0.2228890658386189,0.8470889101570843,0.7984862865953841,0.6339302189067275,0.6992295273927438,0.7837394911979083,0.8090767931805196,0.7731455827843321,0.7986817331602737,0.817409785663076,0.6473585896927001,0.7081674297338317,0.7732955244987427,0.7597543611843524,0.744824411218534,0.8395377327625582,0.86855675057973,0.5866126628300243,0.8547656442283618,0.8619094920162393,0.5549104954680619,0.7099107484952234,0.7927728881800192,1.0,0.7889625326354864,0.6287501731541919,0.7330020538619866,0.7896572068697011,0.7849427636450353,0.8047320680746067,0.3419419417373666,0.6877270306103669,0.7915688045959884,0.7577874565399714,0.7100341545439544,0.7264634043434852,0.6927619234259124,0.69915598401175,0.7487567150538017,0.7299945903748092,0.6877203638889317,0.7186516213969866,0.7261818691246205,0.1432038926068986,0.23158706407380825,0.23808750876932028,0.1349566034515951,0.38864777608994816,0.49033513656103567,0.47378439157339813,0.5055680013765447,0.5063776964605491,0.36138478839704735,0.48517562765354005,0.4113241948106876,0.3641053053856125
"Geranium (India) 15 - Pelargonium graveolens L'Heritt., fam. Geraniaceae",0.34844393193351275,0.24300066085228822,0.2932460301227685,0.2630018620262179,0.2700680745948927,0.1319265134450146,0.7942560117184221,0.700822814334799,0.6342458429332344,0.6252335783049602,0.826608745554116,0.7646550359947167,0.7881445358084173,0.7183501193644779,0.7884668813718507,0.6418353898962239,0.603105879509025,0.7046045084025354,0.6782447544581851,0.7306057303805575,0.7484672822866936,0.7765020611790534,0.5140608818888023,0.8033745849464705,0.8112346862392563,0.4446315493357591,0.8197276635569702,0.7985791835889461,0.7889625326354864,1.0,0.4856909216572447,0.5941902744094555,0.644124286616481,0.6421854310696637,0.7728251677623916,0.2430923935205368,0.6082167344570029,0.7692360044028703,0.6462707227314465,0.6012109937329877,0.6177159081041284,0.5905002428184827,0.5904772888465732,0.6419142499916018,0.6337337522693078,0.6082136750065719,0.6109615626105378,0.6158582732779372,0.029421892001190275,0.10696581564127361,0.10411668829173226,0.024589435889031064,0.3289997638505766,0.4588007838753059,0.48213998646266487,0.45825897391457593,0.5386809196620462,0.3030895391925429,0.498581395933821,0.3902275191510266,0.2677947236780922
"Geranium (India) 15a cv. Kunti - Pelargonium graveolens L'Herit. ex Aiton, cv. Kunti, fam. Geraniaceae",0.6101283556587166,0.586697369519571,0.45698993389858966,0.5285838314496698,0.48507392939919236,0.29139948828488427,0.565145036948651,0.5618205814373101,0.48197056005138783,0.48736529711214105,0.47632562748489427,0.5233337227476647,0.46611044492741516,0.5359822488467447,0.5324099874670536,0.5020309407481138,0.5424411724523457,0.535009089341721,0.5751536135781181,0.5794035502987473,0.6044507093938379,0.5991920977295224,0.48206568049439424,0.5811196244186521,0.5597667521347824,0.7470378873553856,0.4611775448177441,0.5044667715880338,0.6287501731541919,0.4856909216572447,1.0,0.6234968410234092,0.6246696845141959,0.6169997080349761,0.5381249901440461,0.5893897591787352,0.48195594642242856,0.517931163312286,0.5209736819085966,0.5229921623065386,0.5549912469033855,0.6435210110424994,0.5393772886872833,0.5152471918170956,0.5447191868331356,0.48194949220088046,0.5538593230279973,0.567297232925311,0.31085583878583634,0.4407350031018987,0.4828132865808714,0.3313617245513968,0.34816849195989885,0.45619704549110385,0.35221966976227514,0.4313245670356467,0.3881821448617072,0.3532356813230626,0.4099287122155385,0.3769769905239798,0.4398716379051658
"Geranium (Madagascar) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.5415558502984463,0.5211667895857499,0.5007112083606702,0.5099910169954187,0.47383946275070665,0.292702154579106,0.7109737478962869,0.7889276596812449,0.6413866934681608,0.74504932331798,0.6593445289151008,0.7454443063710778,0.6827270980887443,0.7543615471165013,0.7153080448209725,0.6271717595437107,0.8472625635156943,0.7694580971698814,0.7502088251360973,0.6735196474812692,0.7660444730910931,0.7810153932802647,0.5456566301205885,0.7067339690339662,0.7251623442749968,0.5549860961403046,0.5932876488189913,0.65989802336944,0.7330020538619866,0.5941902744094554,0.6234968410234092,1.0,0.8116026723355396,0.8178088244064551,0.7416318968772435,0.33064783769468375,0.76348117879929,0.6900612531733334,0.7751522787168896,0.8466460379611007,0.8643685287118921,0.7427412798034729,0.8485971431517928,0.7786534293740952,0.8624588045016199,0.7634972720503863,0.8942097833323864,0.8694718475346482,0.21515102025209898,0.3032184261263817,0.2958618591643136,0.17118288746194443,0.4518829973184063,0.456090906599391,0.4489712567066073,0.541579061157752,0.4578511584426763,0.3919290398610593,0.4341378766950754,0.41167437794445594,0.3741656688182875
"Geranium (Morocco) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.5015510671634164,0.49108608926195785,0.5094299632223069,0.51572439668125,0.48346596825478905,0.29962489271229187,0.7602517881896147,0.8710218694152327,0.685138918749407,0.7359783025285467,0.7077051832695012,0.7846013818007159,0.7373304496421238,0.8257636646043927,0.7858742054314809,0.6213889797595856,0.7809682481000326,0.728726514619526,0.6907678186787359,0.6446001652736043,0.8276014742493552,0.8083820627189887,0.6302025773531554,0.7236356196526955,0.7694967755750879,0.5120441373404316,0.5958272393625064,0.722537902325548,0.7896572068697012,0.6441242866164811,0.6246696845141959,0.8116026723355396,1.0,0.8911508675536337,0.7580471005243745,0.28819557101237525,0.7097916701086585,0.7477165611536416,0.7603493441754643,0.764149570325455,0.775054940275647,0.6900723126766501,0.7671549298805764,0.7523742950582573,0.770682168376812,0.7098173950190796,0.8026683858892945,0.7784411964703191,0.1968328797323775,0.28055973414981483,0.26818530394071416,0.1469942771420113,0.48240302592947004,0.4688021972108729,0.4792928783882563,0.5771460601213496,0.482464174536553,0.4122990789398654,0.44974433151550786,0.4278529164096325,0.3721338674690928
"Geranium (Morocco) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.5102917738505399,0.4923318334476904,0.5122597936088931,0.5068059386216563,0.4750200835904146,0.2955004396277908,0.7520953134668562,0.89972600106512,0.6930226037563512,0.7398780910020339,0.7081150482472672,0.8132353784730357,0.7470205136666787,0.8392996570796907,0.795246552434174,0.6552231364992478,0.7928902293404245,0.7444601741752243,0.7083055255923583,0.6598410816912239,0.828428396726181,0.8172234208518951,0.6175703282857926,0.7429534881973872,0.7674011623355514,0.5173916846675849,0.5973093095804798,0.7385284521634516,0.7849427636450353,0.6421854310696637,0.6169997080349761,0.8178088244064551,0.8911508675536337,1.0,0.7750787800904801,0.27833512560037266,0.7268629992882927,0.7506969907199971,0.7508651583572943,0.7962916594102237,0.7914972849831388,0.692749398264171,0.7742983337347431,0.7422125427540831,0.7869340381174564,0.7268969540894569,0.8145416648126478,0.7915900937330965,0.2015826744524436,0.27942678463898996,0.2593986583739182,0.1402881138413673,0.4846581149101119,0.4789525017122178,0.4898072379871171,0.5651918987404603,0.4913724837137923,0.4129017712299633,0.4559816573738509,0.4257947374495855,0.38069680464205613
"Geranium (Morocco) 3 - Pelargonium graveolens L'Herti. ex Aiton, fam. Geraniaceae",0.4602384644648071,0.36225101011828054,0.39938448496447043,0.372270431721033,0.36633855816991845,0.2126807657438029,0.8220118053076905,0.8138450655947681,0.7323080523089733,0.7670171533766548,0.8659792347581875,0.9049736280493168,0.8559432395192716,0.8356451350078036,0.8695040727301694,0.72200212886455,0.7215695546164826,0.8505464230738738,0.7977752167511462,0.7715573908432027,0.7910771361753213,0.8702312552503428,0.5806730594018661,0.8527239385074626,0.8386241498633925,0.49119105566801846,0.7873150514669225,0.8380193419218573,0.8047320680746067,0.7728251677623916,0.5381249901440461,0.7416318968772435,0.7580471005243747,0.7750787800904801,1.0,0.2526824199816067,0.7904144759333118,0.8344902394512422,0.7890692796896553,0.7799033199385235,0.7743342074719701,0.6353601754612891,0.7065743236351902,0.7880770494150102,0.7859492495436172,0.7904788008956313,0.7782385543045935,0.7642294729515896,0.1026224126590699,0.17966309756343646,0.17889639639541455,0.07812085563251903,0.4195070796830167,0.48004879252598587,0.5154590657137315,0.5322409648756175,0.5415727308068474,0.3640291833721442,0.4993530759828232,0.4284072931966064,0.3205422628086293
"Geranium (Rwanda) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.44672327428224934,0.42983409678056694,0.20125430454867532,0.28045095017129174,0.25476297012754257,0.09857654173287267,0.3144706976245507,0.2334066643925825,0.16329650479039926,0.16686321804814053,0.196013734518258,0.21435624408175025,0.15980667471299015,0.20055919564028146,0.21986290186376567,0.2117148493508082,0.2434216058705766,0.27103201002810906,0.35436636778929886,0.39673109819020824,0.3057012931590286,0.30531762063636714,0.19720808327991313,0.31143619405334544,0.2899784229939286,0.6781182486423303,0.24389540394540932,0.2259442839962571,0.3419419417373666,0.2430923935205368,0.5893897591787352,0.33064783769468375,0.28819557101237514,0.27833512560037266,0.2526824199816067,1.0,0.18872695875109957,0.24307400164639192,0.24025740166351206,0.22154446465149757,0.251090314569007,0.43688420154965135,0.2526316586825259,0.2393879496585296,0.2468287658121081,0.18872651809691177,0.24872359744656147,0.2610585487082029,0.2309497403993901,0.3900081903728312,0.49638183463451757,0.3959366447416989,0.046162642971494305,0.28344374366212566,0.10109054667936357,0.16200122196702593,0.1699749365503852,0.12992915350603262,0.23388522082988417,0.174472013097412,0.3173845801621631
"Geranium 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.4380682737437305,0.34758936996235545,0.3852518727786036,0.36441683262155844,0.3480528779987132,0.19844382554851114,0.6798364686419887,0.7364589396308064,0.6421971265563153,0.8271312791894045,0.7283678382455706,0.7934215324658141,0.7418396906810263,0.7718677289710155,0.7210685094095179,0.6471747906715315,0.7393688780715129,0.8183616112829685,0.7457774431998572,0.6423577871861179,0.671408387262536,0.7597357178588058,0.5603409108041316,0.7286638864054942,0.6880302138166141,0.428608164952582,0.66035693426494,0.689280418458621,0.6877270306103669,0.6082167344570029,0.48195594642242856,0.76348117879929,0.7097916701086585,0.7268629992882927,0.7904144759333118,0.18872695875109957,1.0,0.7019882979614711,0.8177498532798114,0.8747912130159463,0.8426654961346511,0.572115080334006,0.7273502430935417,0.8234944714101036,0.8413387953579015,0.9997949201128357,0.8321996562737839,0.8160074502258703,0.07694251401367358,0.1466655230030316,0.14990235893151205,0.033955241951788784,0.3985601628362342,0.3899254927645902,0.4392653092885366,0.47692450113208185,0.4342650984086338,0.32323137043102157,0.39346282547233924,0.3593097877053494,0.27080377575117964
"Geranium 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.4181391711449598,0.3396883035690076,0.3817700899655385,0.34902995188136954,0.34549587036691276,0.19860426904134654,0.8376224387581115,0.7900388552014415,0.6721372896689737,0.6899660085094554,0.8175115089396021,0.8209373061277883,0.7972844705599423,0.7800547134348971,0.8194353408089745,0.6840423691926087,0.6979557553649403,0.7581969851586221,0.72535629874233,0.7289608786177243,0.7987010584286482,0.8150263545449822,0.6041134760513375,0.790413271910102,0.8225981926560347,0.45735110117982614,0.7398044539963671,0.8374271315540593,0.7915688045959884,0.7692360044028703,0.517931163312286,0.6900612531733332,0.7477165611536416,0.7506969907199971,0.8344902394512422,0.24307400164639192,0.7019882979614711,1.0,0.7351014766830501,0.7055421304977862,0.707680939121916,0.6453517635648025,0.6868794778986689,0.7309540244645106,0.7129914492443894,0.7020264754986989,0.7182400873078632,0.7047939316097276,0.10253425939758465,0.17185128205062816,0.1583113189257188,0.062278187765986925,0.38644789759585163,0.4637167230642478,0.48799059511693943,0.5077177881761551,0.5209166163263037,0.34534940843628836,0.4831803745473122,0.4073546087730686,0.3057755328777114
