Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_807,BitInterpretations,Concentration
Satureja thymbra,1,DOI:10.1080/14786410310001608145,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.66
Majorana hortensis,1,DOI:10.1155/2016/3694901,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.1155
Lippia graveolens,1,DOI:10.3390/pathogens12101245,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.463
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.372
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.225
Lonicera japonica,1,DOI:10.1155/2015/905063,CC(=CCCC(=CCC=C(C)C=C)C)C,alpha-Farnesene,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.12
Jasminum sambac,0,DOI:DOI:10.3390/coatings12101492,CC(=CCCC(=CCC=C(C)C=C)C)C,alpha-Farnesene,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.1
Viburnum orientale,0,No Reference,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.168
Fissitigma shangtzeense,0,No Reference,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.1213
Bupleurum linearifolium,0,No Reference,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(1, 'C', 0, ''), (22, 'O', 0, '')]",0.195
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(8, 'O', 0, '')]",0.1
Lithraea ternifolia,0,No Reference,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.093
Citrus medica,1,10.1016/j.lwt.2017.05.036,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.221
Platonia insignis,0,No Reference,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.12
Thymus serpyllum,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CCC(CC1)C(C)(C)OC(=O)C,alpha-Terpinyl acetate,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.096
Elletaria cardamomum,1,DOI:10.3389/fmicb.2021.620227,CC1=CCC(CC1)C(C)(C)OC(=O)C,alpha-Terpinyl acetate,1,"[(11, 'C', 0, '')]",0.3931
Thymus richardii,1,DOI:10.3390/molecules28124803,CC1=CCC(CC1)C(=C)CCC=C(C)C,beta-Bisabolene,1,"[(10, 'O', 0, '')]",0.323
Abies semenovii,0,No Reference,CC1=CCC(CC1)C(=C)CCC=C(C)C,beta-Bisabolene,1,"[(7, 'C', 0, ''), (12, 'C', 0, '')]",0.09
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(1, 'C', 0, ''), (9, 'C', 0, '')]",0.104
Laurus nobilis,1,DOI:10.3390/foods5020028,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(1, 'C', 0, ''), (9, 'C', 0, '')]",0.097
Atractylodes lancea,0,No Reference,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,beta-Elemene,1,"[(15, 'O', 0, '')]",0.18
