Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_1574,BitInterpretations,Concentration
Litsea zeylanica,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.5491
Lonicera japonica,1,DOI:10.1155/2015/905063,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.4
Mentha citrata,1,DOI:10.1016/j.indcrop.2016.07.005,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.134
Majorana hortensis,1,DOI:10.1155/2016/3694901,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1641
Lavandula x hybrida,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.379
Lithraea ternifolia,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.121
Mentha viridis,1,DOI:10.1155/2022/7990508,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.497
Lavandula angustifolia,1,DOI:10.3390/coatings12101492,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.477
Daucus carota,0,DOI:10.1155/2016/9045196,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.149
Zataria multiflora,1,DOI:10.1016/j.foodres.2008.07.018,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.6222
Achillea ligustica,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.7084
Aeollanthus suaveolens,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.4186
Zanthoxylum armatum,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.72
Agathosma rosmarinifolia,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.259
Bursera delpechiana,1,DOI:10.21010/ajtcam.v14i3.8,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.3
Viburnum orientale,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.511
Thymus serpyllum,1,DOI:10.1016/j.foodcont.2005.11.009,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.252
Citrus aurantium,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.32
Spartium junceum,0,DOI:10.1186/s12941-020-00371-1,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1091
Citrus reticulata,0,DOI:10.3390/molecules26113412,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.2733
Salvia sclarea,0,DOI:10.1002/fsn3.116,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1862
Narcissus jonquilla,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.178
Fissitigma shangtzeense,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.3779
Platonia insignis,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.241
Homalomena aromatica,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.621
Jasminum sambac,0,DOI:DOI:10.3390/coatings12101492,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.2
Lavandula latifolia,0,No Reference,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.252
Ocimum basilicum,1,10.1016/j.foodchem.2021.129940,CC(C)=CCCC(C)(O)C=C,Linalool,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.436
Salvia sclarea,0,DOI:10.1002/fsn3.116,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.6993
Zataria multiflora,1,DOI:10.1016/j.foodres.2008.07.018,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1152
Mentha citrata,1,DOI:10.1016/j.indcrop.2016.07.005,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.662
Aeollanthus suaveolens,0,No Reference,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1583
Bursera delpechiana,1,DOI:10.21010/ajtcam.v14i3.8,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.47
Lavandula x hybrida,0,No Reference,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.223
Lavandula angustifolia,1,DOI:10.3390/coatings12101492,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.3599
Citrus aurantium,0,No Reference,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.168
Mentha viridis,1,DOI:10.1155/2022/7990508,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.2377
Citrus bergamia,1,DOI:10.3390/foods12010203,CC(C)=CCCC(C)(OC(C)=O)C=C,Linalyl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.281
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(C)=CCCC(=C)C=C,Myrcene,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1036
Picea engelmanni,0,No Reference,CC(C)=CCCC(=C)C=C,Myrcene,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.2445
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,CC(C)=CCCC(=C)C=C,Myrcene,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.266
Chaerophyllum macrospermum,0,No Reference,CC(C)=CCCC(=C)C=C,Myrcene,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.101
Calyptranthes sintenisii,0,No Reference,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1872
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.238
Terminalia bentzoe,0,No Reference,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(10, 'C', 2, 'CCC=C(C)C')]",0.2324
Pectis elongata,0,No Reference,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.2
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.3
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.197
Perilla frutescens,0,No Reference,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.2622
Pelargonium citronellum,0,No Reference,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.32
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.285
Citrus medica,1,10.1016/j.lwt.2017.05.036,CC(C)=CCC\C(C)=C/C=O,Neral,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1852
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC(C)=CCC\C(C)=C/COC(C)=O,Neryl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.094
Helichrysum amorginum,0,No Reference,CC(C)=CCC\C(C)=C/COC(C)=O,Neryl acetate,1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.1754
Thymus richardii,1,DOI:10.3390/molecules28124803,CC(C)=CCCC(=C)C1CCC(C)=CC1,beta-Bisabolene (tent.),1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.323
Abies semenovii,0,No Reference,CC(C)=CCCC(=C)C1CCC(C)=CC1,beta-Bisabolene (tent.),1,"[(3, 'C', 2, 'CCC=C(C)C')]",0.09
